IOC Added Date,category,type,value
11/6/2020,Network activity,url,http://www.webrss.com/createfeed.php?feedid=49297
11/6/2020,Network activity,url,http://www.webrss.com/createfeed.php?feedid=49321
11/6/2020,Network activity,hostname,d0nald.strangled.net
11/6/2020,Network activity,hostname,d0nald1.strangled.net
11/6/2020,Network activity,hostname,d0nald2.strangled.net
11/6/2020,Network activity,hostname,maxx.crabdance.com
11/6/2020,Network activity,hostname,mu5.ignorelist.com
11/6/2020,Network activity,hostname,r0b1n.crabdance.com
11/6/2020,Network activity,hostname,r0nald.ignorelist.com
11/6/2020,Network activity,ip-dst,185.82.217.200
11/6/2020,Network activity,ip-dst,80.255.3.96
11/6/2020,Payload delivery,sha256,3698ae896f4d215fb7594f0172204c1b2be21d79fec570dc72f5f0955418f062
11/6/2020,Payload delivery,sha256,37625abdd3fd56875f29e3dfb4d3bc25dddedc0a695c7c0530ed0d78e4e97d66
11/6/2020,Network activity,hostname,beera.strangled.net
11/6/2020,Network activity,url,http://www.chinasmack.com/2016/digest/woman-discards-her-food-on-shanghaimetro.html
11/6/2020,Network activity,url,http://blog.chinadaily.com.cn/home.php?mod=space&uid=2392255&do=blog&id=35101
11/6/2020,Network activity,url,http://forum.china.org.cn/viewthread.php?tid=175850&page=1&extra
11/6/2020,Network activity,url,http://www.chinasmack.com/2016/digest/chinese-tourist-bit-by-snake-inthailand.html
11/6/2020,Network activity,ip-dst,79.142.78.111
11/6/2020,Network activity,ip-dst,79.142.78.112
11/6/2020,Network activity,ip-dst,79.142.78.120
11/6/2020,Network activity,ip-dst,79.142.78.76
11/6/2020,Network activity,ip-dst,79.142.78.79
11/6/2020,Network activity,ip-dst,79.142.78.80
11/6/2020,Network activity,ip-dst,79.142.78.83
11/6/2020,Network activity,ip-dst,8.22.200.44
11/6/2020,Network activity,ip-dst,8.23.224.90
11/6/2020,Network activity,ip-dst,88.198.86.168
11/6/2020,Network activity,ip-dst,88.198.86.172
11/6/2020,Network activity,ip-dst,89.207.135.120
11/6/2020,Network activity,ip-dst,89.207.135.239
11/6/2020,Network activity,ip-dst,89.207.135.242
11/6/2020,Network activity,ip-dst,89.207.135.61
11/6/2020,Network activity,ip-dst,89.45.249.129
11/6/2020,Network activity,ip-dst,89.45.249.136
11/6/2020,Network activity,ip-dst,89.45.249.139
11/6/2020,Network activity,ip-dst,89.45.249.208
11/6/2020,Network activity,ip-dst,89.45.249.41
11/6/2020,Network activity,ip-dst,91.214.45.187
11/6/2020,Network activity,ip-dst,94.102.49.199
11/6/2020,Network activity,ip-dst,94.102.49.201
11/6/2020,Network activity,ip-dst,94.102.49.202
11/6/2020,Network activity,ip-dst,94.102.49.203
11/6/2020,Network activity,ip-dst,94.102.49.204
11/6/2020,Network activity,ip-dst,94.102.49.55
11/6/2020,Network activity,ip-dst,94.102.49.56
11/6/2020,Network activity,ip-dst,94.102.55.80
11/6/2020,Network activity,ip-dst,94.185.81.151
11/6/2020,Network activity,ip-dst,94.185.81.152
11/6/2020,Network activity,ip-dst,94.185.81.153
11/6/2020,Network activity,ip-dst,95.143.42.195
11/6/2020,Network activity,ip-dst,95.143.42.217
11/6/2020,Network activity,ip-dst,95.143.42.218
11/6/2020,Network activity,ip-dst,95.154.237.11
11/6/2020,Network activity,ip-dst,95.211.131.144
11/6/2020,Network activity,ip-dst,96.30.46.216
11/6/2020,Network activity,ip-dst,31.3.154.117
11/6/2020,Network activity,ip-dst,31.3.155.106
11/6/2020,Network activity,ip-dst,37.221.166.15
11/6/2020,Network activity,ip-dst,37.221.166.36
11/6/2020,Network activity,ip-dst,37.221.166.42
11/6/2020,Network activity,ip-dst,37.221.166.47
11/6/2020,Network activity,ip-dst,37.221.166.48
11/6/2020,Network activity,ip-dst,37.221.166.49
11/6/2020,Network activity,ip-dst,37.221.166.53
11/6/2020,Network activity,ip-dst,37.221.166.55
11/6/2020,Network activity,ip-dst,37.221.166.58
11/6/2020,Network activity,ip-dst,37.221.166.61
11/6/2020,Network activity,ip-dst,37.221.166.7
11/6/2020,Network activity,ip-dst,37.221.166.8
11/6/2020,Network activity,ip-dst,37.221.166.9
11/6/2020,Network activity,ip-dst,37.46.127.75
11/6/2020,Network activity,ip-dst,37.46.127.76
11/6/2020,Network activity,ip-dst,37.46.127.77
11/6/2020,Network activity,ip-dst,37.46.127.78
11/6/2020,Network activity,ip-dst,37.46.127.79
11/6/2020,Network activity,ip-dst,37.46.127.81
11/6/2020,Network activity,ip-dst,37.59.175.130
11/6/2020,Network activity,ip-dst,37.59.208.94
11/6/2020,Network activity,ip-dst,37.59.231.161
11/6/2020,Network activity,ip-dst,46.182.104.70
11/6/2020,Network activity,ip-dst,46.182.104.72
11/6/2020,Network activity,ip-dst,46.182.104.83
11/6/2020,Network activity,ip-dst,46.182.104.85
11/6/2020,Network activity,ip-dst,46.182.105.40
11/6/2020,Network activity,ip-dst,46.182.105.41
11/6/2020,Network activity,ip-dst,46.182.105.43
11/6/2020,Network activity,ip-dst,46.182.105.60
11/6/2020,Network activity,ip-dst,46.4.187.60
11/6/2020,Network activity,ip-dst,46.4.215.38
11/6/2020,Network activity,ip-dst,5.34.242.129
11/6/2020,Network activity,ip-dst,5.39.11.72
11/6/2020,Network activity,ip-dst,5.39.36.56
11/6/2020,Network activity,ip-dst,5.39.36.57
11/6/2020,Network activity,ip-dst,5.39.36.58
11/6/2020,Network activity,ip-dst,5.39.36.59
11/6/2020,Network activity,ip-dst,5.39.36.60
11/6/2020,Network activity,ip-dst,5.39.36.61
11/6/2020,Network activity,ip-dst,5.39.97.57
11/6/2020,Network activity,ip-dst,5.39.97.58
11/6/2020,Network activity,ip-dst,64.120.135.137
11/6/2020,Network activity,ip-dst,65.75.243.251
11/6/2020,Network activity,ip-dst,66.148.67.20
11/6/2020,Network activity,ip-dst,69.43.161.179
11/6/2020,Network activity,ip-dst,69.43.161.180
11/6/2020,Network activity,ip-dst,72.44.81.88
11/6/2020,Network activity,ip-dst,74.117.62.170
11/6/2020,Network activity,ip-dst,74.117.62.181
11/6/2020,Network activity,ip-dst,75.127.111.100
11/6/2020,Network activity,ip-dst,75.127.111.143
11/6/2020,Network activity,ip-dst,75.127.91.118
11/6/2020,Network activity,ip-dst,75.127.91.16
11/6/2020,Network activity,ip-dst,78.46.129.193
11/6/2020,Network activity,ip-dst,78.46.129.194
11/6/2020,Network activity,ip-dst,78.46.169.168
11/6/2020,Network activity,ip-dst,79.142.64.177
11/6/2020,Network activity,ip-dst,79.142.64.178
11/6/2020,Network activity,ip-dst,79.142.64.181
11/6/2020,Network activity,ip-dst,79.142.64.183
11/6/2020,Network activity,ip-dst,79.142.64.32
11/6/2020,Network activity,ip-dst,79.142.64.34
11/6/2020,Network activity,ip-dst,79.142.64.36
11/6/2020,Network activity,ip-dst,79.142.64.37
11/6/2020,Network activity,ip-dst,79.142.64.39
11/6/2020,Network activity,ip-dst,79.142.64.47
11/6/2020,Network activity,ip-dst,79.142.64.49
11/6/2020,Network activity,ip-dst,79.142.64.97
11/6/2020,Network activity,ip-dst,79.142.64.98
11/6/2020,Network activity,ip-dst,79.142.64.99
11/6/2020,Network activity,ip-dst,79.142.78.101
11/6/2020,Network activity,ip-dst,79.142.78.102
11/6/2020,Network activity,ip-dst,79.142.78.107
11/6/2020,Network activity,ip-dst,79.142.78.109
11/6/2020,Network activity,ip-dst,79.142.78.110
11/6/2020,Network activity,ip-dst,176.31.53.167
11/6/2020,Network activity,ip-dst,176.31.65.124
11/6/2020,Network activity,ip-dst,176.31.65.125
11/6/2020,Network activity,ip-dst,176.31.65.126
11/6/2020,Network activity,ip-dst,176.31.65.127
11/6/2020,Network activity,ip-dst,176.31.79.48
11/6/2020,Network activity,ip-dst,176.31.79.49
11/6/2020,Network activity,ip-dst,176.31.79.50
11/6/2020,Network activity,ip-dst,176.31.79.51
11/6/2020,Network activity,ip-dst,176.31.79.56
11/6/2020,Network activity,ip-dst,176.61.140.119
11/6/2020,Network activity,ip-dst,178.32.75.192
11/6/2020,Network activity,ip-dst,178.32.75.193
11/6/2020,Network activity,ip-dst,178.32.75.194
11/6/2020,Network activity,ip-dst,178.32.75.195
11/6/2020,Network activity,ip-dst,178.32.75.196
11/6/2020,Network activity,ip-dst,178.32.75.197
11/6/2020,Network activity,ip-dst,178.32.75.198
11/6/2020,Network activity,ip-dst,178.33.131.34
11/6/2020,Network activity,ip-dst,178.33.154.49
11/6/2020,Network activity,ip-dst,178.33.154.51
11/6/2020,Network activity,ip-dst,178.33.154.52
11/6/2020,Network activity,ip-dst,178.33.154.53
11/6/2020,Network activity,ip-dst,178.33.154.54
11/6/2020,Network activity,ip-dst,178.33.187.74
11/6/2020,Network activity,ip-dst,178.33.187.75
11/6/2020,Network activity,ip-dst,178.33.187.76
11/6/2020,Network activity,ip-dst,178.33.187.77
11/6/2020,Network activity,ip-dst,178.33.187.78
11/6/2020,Network activity,ip-dst,178.33.210.30
11/6/2020,Network activity,ip-dst,178.33.214.194
11/6/2020,Network activity,ip-dst,184.107.159.18
11/6/2020,Network activity,ip-dst,184.154.217.250
11/6/2020,Network activity,ip-dst,184.154.254.51
11/6/2020,Network activity,ip-dst,184.154.254.54
11/6/2020,Network activity,ip-dst,184.22.69.109
11/6/2020,Network activity,ip-dst,184.82.180.105
11/6/2020,Network activity,ip-dst,188.165.148.68
11/6/2020,Network activity,ip-dst,188.165.148.70
11/6/2020,Network activity,ip-dst,188.240.47.145
11/6/2020,Network activity,ip-dst,188.240.47.220
11/6/2020,Network activity,ip-dst,188.241.113.27
11/6/2020,Network activity,ip-dst,188.241.114.160
11/6/2020,Network activity,ip-dst,188.241.115.127
11/6/2020,Network activity,ip-dst,188.241.117.163
11/6/2020,Network activity,ip-dst,188.95.48.99
11/6/2020,Network activity,ip-dst,192.210.203.181
11/6/2020,Network activity,ip-dst,199.119.203.102
11/6/2020,Network activity,ip-dst,199.119.203.103
11/6/2020,Network activity,ip-dst,199.119.203.85
11/6/2020,Network activity,ip-dst,199.119.203.86
11/6/2020,Network activity,ip-dst,199.204.248.107
11/6/2020,Network activity,ip-dst,199.71.212.164
11/6/2020,Network activity,ip-dst,199.71.212.183
11/6/2020,Network activity,ip-dst,209.85.51.152
11/6/2020,Network activity,ip-dst,213.5.65.20
11/6/2020,Network activity,ip-dst,213.5.65.223
11/6/2020,Network activity,ip-dst,213.5.65.24
11/6/2020,Network activity,ip-dst,213.5.65.31
11/6/2020,Network activity,ip-dst,213.5.71.20
11/6/2020,Network activity,ip-dst,213.5.71.24
11/6/2020,Network activity,ip-dst,213.5.71.26
11/6/2020,Network activity,ip-dst,213.5.71.27
11/6/2020,Network activity,ip-dst,213.5.71.28
11/6/2020,Network activity,ip-dst,213.5.71.31
11/6/2020,Network activity,ip-dst,216.188.26.235
11/6/2020,Network activity,ip-dst,216.24.202.100
11/6/2020,Network activity,ip-dst,216.24.204.243
11/6/2020,Network activity,ip-dst,216.24.204.245
11/6/2020,Network activity,ip-dst,31.170.161.136
11/6/2020,Network activity,ip-dst,31.170.161.56
11/6/2020,Network activity,ip-dst,31.170.162.23
11/6/2020,Network activity,ip-dst,31.214.169.86
11/6/2020,Network activity,ip-dst,31.214.169.87
11/6/2020,Network activity,ip-dst,31.3.154.110
11/6/2020,Network activity,ip-dst,31.3.154.111
11/6/2020,Network activity,ip-dst,31.3.154.113
11/6/2020,Network activity,ip-dst,31.3.154.114
11/6/2020,Network activity,ip-dst,31.3.154.115
11/6/2020,Network activity,ip-dst,31.3.154.116
11/6/2020,Network activity,ip-dst,109.203.110.103
11/6/2020,Network activity,ip-dst,109.235.49.147
11/6/2020,Network activity,ip-dst,109.235.49.148
11/6/2020,Network activity,ip-dst,109.235.49.157
11/6/2020,Network activity,ip-dst,109.235.49.158
11/6/2020,Network activity,ip-dst,109.235.49.188
11/6/2020,Network activity,ip-dst,109.235.49.193
11/6/2020,Network activity,ip-dst,109.235.49.235
11/6/2020,Network activity,ip-dst,109.235.49.236
11/6/2020,Network activity,ip-dst,109.235.49.43
11/6/2020,Network activity,ip-dst,109.235.50.191
11/6/2020,Network activity,ip-dst,109.235.50.215
11/6/2020,Network activity,ip-dst,109.235.50.233
11/6/2020,Network activity,ip-dst,109.235.50.246
11/6/2020,Network activity,ip-dst,109.235.51.100
11/6/2020,Network activity,ip-dst,109.235.51.153
11/6/2020,Network activity,ip-dst,109.235.51.254
11/6/2020,Network activity,ip-dst,109.235.51.50
11/6/2020,Network activity,ip-dst,109.235.51.51
11/6/2020,Network activity,ip-dst,141.101.239.128
11/6/2020,Network activity,ip-dst,141.8.224.25
11/6/2020,Network activity,ip-dst,141.8.225.7
11/6/2020,Network activity,ip-dst,151.237.188.167
11/6/2020,Network activity,ip-dst,173.199.145.140
11/6/2020,Network activity,ip-dst,173.224.215.230
11/6/2020,Network activity,ip-dst,173.233.80.145
11/6/2020,Network activity,ip-dst,173.233.80.146
11/6/2020,Network activity,ip-dst,173.233.80.147
11/6/2020,Network activity,ip-dst,173.233.80.152
11/6/2020,Network activity,ip-dst,173.233.85.134
11/6/2020,Network activity,ip-dst,173.236.117.205
11/6/2020,Network activity,ip-dst,173.236.24.250
11/6/2020,Network activity,ip-dst,173.236.24.251
11/6/2020,Network activity,ip-dst,173.236.24.252
11/6/2020,Network activity,ip-dst,173.236.24.254
11/6/2020,Network activity,ip-dst,173.236.68.99
11/6/2020,Network activity,ip-dst,174.120.28.61
11/6/2020,Network activity,ip-dst,176.31.4.128
11/6/2020,Network activity,ip-dst,176.31.4.129
11/6/2020,Network activity,ip-dst,176.31.4.130
11/6/2020,Network activity,ip-dst,176.31.53.165
11/6/2020,Network activity,ip-dst,176.31.53.166
11/6/2020,External analysis,url,https://app.box.com/s/2k6oduwj3aetbetxdjx6gjqcg7mrcvvj
11/6/2020,External analysis,url,https://documents.trendmicro.com/assets/tech-brief-untangling-the-patchwork-cyberespionage-group.pdf
11/6/2020,Network activity,hostname,www.server721.han.de.nsserver.de.continuelogs.info
11/6/2020,Network activity,hostname,www.shoperstock.com
11/6/2020,Network activity,domain,xylotech.org
11/6/2020,Network activity,domain,ymadmin.net
11/6/2020,Network activity,domain,you-post.net
11/6/2020,Network activity,hostname,youtube.com.accountsserviceloginservicemail.serviceaccountloginservicemail.info
11/6/2020,Network activity,hostname,youtube.comaccountsserviceloginservicemail2.serviceaccountloginservicemail.info
11/6/2020,Network activity,domain,zendossier.org
11/6/2020,Network activity,domain,zerodayexploits.org
11/6/2020,Network activity,domain,zeusagency.net
11/6/2020,Network activity,domain,zolipas.info
11/6/2020,Network activity,domain,zonalon.org
11/6/2020,Network activity,domain,zonalsky.org
11/6/2020,Network activity,domain,tmkstore.org
11/6/2020,Network activity,domain,tollmart.org
11/6/2020,Network activity,domain,torqspot.org
11/6/2020,Network activity,domain,tourtime.org
11/6/2020,Network activity,domain,tow3r.info
11/6/2020,Network activity,domain,tradeobjective.net
11/6/2020,Network activity,domain,traderspace.org
11/6/2020,Network activity,domain,trend-mico.net
11/6/2020,Network activity,domain,trustworthyinfo.com
11/6/2020,Network activity,hostname,tulip.net.inforguide.org
11/6/2020,Network activity,hostname,undertaker.no-ip.org
11/6/2020,Network activity,domain,unisafeservice.org
11/6/2020,Network activity,domain,vall3y.com
11/6/2020,Network activity,domain,viewerstalk.org
11/6/2020,Network activity,domain,viragenonline.com
11/6/2020,Network activity,domain,visordan.org
11/6/2020,Network activity,domain,vkspoke.org
11/6/2020,Network activity,domain,vkverbal.org
11/6/2020,Network activity,domain,voip-e.net
11/6/2020,Network activity,domain,vstrend.org
11/6/2020,Network activity,domain,wagonact.org
11/6/2020,Network activity,domain,wakeupindian.net
11/6/2020,Network activity,domain,wearwellgarments.eu
11/6/2020,Network activity,domain,webjavaupdate.com
11/6/2020,Network activity,hostname,webmail.juno.com.accountsserviceloginservice.info
11/6/2020,Network activity,hostname,webmail.stevens.edu.authenticateservicemail.accountsservicelogin.info
11/6/2020,Network activity,domain,webmailaccountservicemail.info
11/6/2020,Network activity,domain,web-mail-services.info
11/6/2020,Network activity,domain,webmicrosoftupdate.net
11/6/2020,Network activity,domain,wedzon.org
11/6/2020,Network activity,domain,we-tour.net
11/6/2020,Network activity,domain,whostmrage.org
11/6/2020,Network activity,domain,wizcheck.org
11/6/2020,Network activity,domain,wizsplit.org
11/6/2020,Network activity,domain,wolfensteinx.net
11/6/2020,Network activity,domain,woline.info
11/6/2020,Network activity,domain,wondersofworld.eu
11/6/2020,Network activity,domain,workinglab.org
11/6/2020,Network activity,domain,worksmartplay.com
11/6/2020,Network activity,domain,workspacecz.net
11/6/2020,Network activity,domain,worldcitycenter.net
11/6/2020,Network activity,hostname,worldread.net16.net
11/6/2020,Network activity,domain,worldtourismnews.info
11/6/2020,Network activity,domain,wreckmove.org
11/6/2020,Network activity,hostname,www.alintiqad-newsonline.blogspot.com.continuelogs.info
11/6/2020,Network activity,hostname,www.analysishunter.org
11/6/2020,Network activity,hostname,www.cytanet.com.accountsserviceloginservice.info
11/6/2020,Network activity,hostname,www.ebox.co.il.accountsserviceloginservice.info
11/6/2020,Network activity,hostname,www.email.t-online.de.accountsserviceloginservice.info
11/6/2020,Network activity,hostname,www.espressoday.org
11/6/2020,Network activity,hostname,www.facebook.com-l0giin.php.mstl0giintocpassiive-trrue.contiinue-2fsiignin3factiion.handle.siignin3dtrrue26featture3dprromo.siignin26nl-en.us-idtmpl.sso.supersolus.org
11/6/2020,Network activity,hostname,www.facebook.com-l0gin.php.mstl0giintocpassiive-trrue.contiinue-2fsiignin3factiion.handle.siignin3dtrrue26featture3dprromo.siignin26nl-en.us-idtmpl.sso.chronicleserv.org
11/6/2020,Network activity,hostname,www.fonografia.pl
11/6/2020,Network activity,hostname,www.foxypredators.com
11/6/2020,Network activity,hostname,www.go0gle.com-serviicelogiin.autthserv.gxongame.info
11/6/2020,Network activity,hostname,www.google.com.accountsserviceloginservice.info
11/6/2020,Network activity,hostname,www.insing.com.accountsserviceloginservice.info
11/6/2020,Network activity,hostname,www.login.comcast.net.accountsserviceloginservice.info
11/6/2020,Network activity,hostname,www.login.oriontelekom.rs.accountsserviceloginservice.info
11/6/2020,Network activity,hostname,www.login.yahoo.com.accountsserviceloginservice.info
11/6/2020,Network activity,hostname,www.m.youtube.com.accountsserviceloginservice.info
11/6/2020,Network activity,hostname,www.mail.houseofjoyltd.com.accountsserviceloginservice.info
11/6/2020,Network activity,hostname,www.mail.luckltd.com.accountsserviceloginservice.info
11/6/2020,Network activity,hostname,www.mail.rediff.com.accountsserviceloginservice.info
11/6/2020,Network activity,hostname,www.mexchange.info
11/6/2020,Network activity,hostname,www.microsoft.com.chiccounty.net
11/6/2020,Network activity,hostname,www.mlogin.ymail.com.continuelogs.info
11/6/2020,Network activity,hostname,www.mobilesoftwaremanagement.info
11/6/2020,Network activity,hostname,www.my.screenname.aol.com.accountsserviceloginservice.info
11/6/2020,Network activity,hostname,www.mymail.bezeqint.co.il.accountsserviceloginservice.info
11/6/2020,Network activity,hostname,www.produkte.web.de.accountsserviceloginservice.info
11/6/2020,Network activity,hostname,www.secure.metacafe.com-account-login-token.accountsservicelogin.info
11/6/2020,Network activity,domain,testerspoint.info
11/6/2020,Network activity,domain,thedailynewsheadline.com
11/6/2020,Network activity,domain,servetools.org
11/6/2020,Network activity,domain,serviaccive.com
11/6/2020,Network activity,domain,serviceaccountloginservicemail.info
11/6/2020,Network activity,domain,serviceagent.us
11/6/2020,Network activity,domain,service-secure.net
11/6/2020,Network activity,domain,servicesonlinesupportinfo.com
11/6/2020,Network activity,domain,servorder.org
11/6/2020,Network activity,domain,share-home.net
11/6/2020,Network activity,domain,shoperstock.com
11/6/2020,Network activity,domain,shopertock.net
11/6/2020,Network activity,domain,shopie.net
11/6/2020,Network activity,domain,shopingcard.net
11/6/2020,Network activity,domain,shopingcenter.net
11/6/2020,Network activity,domain,shopping-hub12.com
11/6/2020,Network activity,domain,shoppingspawn.com
11/6/2020,Network activity,domain,shreadersupport.net
11/6/2020,Network activity,domain,signaturedz.com
11/6/2020,Network activity,domain,skylarzone.org
11/6/2020,Network activity,domain,slamburger.net
11/6/2020,Network activity,domain,smackdownfanclub.eu
11/6/2020,Network activity,domain,smclog.org
11/6/2020,Network activity,domain,smurfprotection.org
11/6/2020,Network activity,domain,sochglobal.net
11/6/2020,Network activity,domain,sockzon.org
11/6/2020,Network activity,domain,softmini.net
11/6/2020,Network activity,domain,softservices.org
11/6/2020,Network activity,domain,softwaresupdates.info
11/6/2020,Network activity,domain,sonificaton.com
11/6/2020,Network activity,domain,sped0m00d.com
11/6/2020,Network activity,domain,speedaccelator.com
11/6/2020,Network activity,domain,spidercom.info
11/6/2020,Network activity,domain,spiritlog.org
11/6/2020,Network activity,domain,sports-interaction.net
11/6/2020,Network activity,domain,sportswomen.biz
11/6/2020,Network activity,domain,spstack.org
11/6/2020,Network activity,domain,srccail.com
11/6/2020,Network activity,domain,starcrunch.org
11/6/2020,Network activity,domain,starmobnetservice.net
11/6/2020,Network activity,hostname,starshome.comeze.com
11/6/2020,Network activity,domain,starsoel.org
11/6/2020,Network activity,domain,store-fb.net
11/6/2020,Network activity,domain,stretcherservices.net
11/6/2020,Network activity,domain,supersolus.org
11/6/2020,Network activity,domain,supertechnoclub.com
11/6/2020,Network activity,domain,supportanswer.net
11/6/2020,Network activity,domain,support-tech.info
11/6/2020,Network activity,domain,synergyrealsolutions.net
11/6/2020,Network activity,domain,systemcrack.com
11/6/2020,Network activity,domain,systemupd.com
11/6/2020,Network activity,domain,systoolsonline.org
11/6/2020,Network activity,domain,taraanasongs.com
11/6/2020,Network activity,hostname,test.enciris.eu
11/6/2020,Network activity,domain,nexterchk.net
11/6/2020,Network activity,domain,nitr0rac3.com
11/6/2020,Network activity,domain,nlsec.org
11/6/2020,Network activity,domain,novelseller.org
11/6/2020,Network activity,domain,nvidiaupdate.net
11/6/2020,Network activity,domain,oliveglobals.com
11/6/2020,Network activity,domain,omg-pics.net
11/6/2020,Network activity,domain,onestop-shops.com
11/6/2020,Network activity,domain,onlinestoreapp.net
11/6/2020,Network activity,domain,onlinewebmail.net
11/6/2020,Network activity,domain,opendocs.info
11/6/2020,Network activity,domain,opendocxsupport.net
11/6/2020,Network activity,domain,openhostingtalk.com
11/6/2020,Network activity,domain,opensourceforum.eu
11/6/2020,Network activity,domain,opnsrc.net
11/6/2020,Network activity,domain,osservices.info
11/6/2020,Network activity,domain,outgateway.com
11/6/2020,Network activity,domain,ozonerim.net
11/6/2020,Network activity,domain,packetwarden.net
11/6/2020,Network activity,domain,pajerolive.com
11/6/2020,Network activity,domain,parrotcatcher.com
11/6/2020,Network activity,domain,periodtable.eu
11/6/2020,Network activity,hostname,pfv6jyg1rdo9ptku.mxsvr.net
11/6/2020,Network activity,domain,pharmamkting.eu
11/6/2020,Network activity,domain,picasa-album.com
11/6/2020,Network activity,domain,picasa-album.net
11/6/2020,Network activity,domain,pics-bucket.net
11/6/2020,Network activity,domain,piegauz.net
11/6/2020,Network activity,domain,pizzapalace.org
11/6/2020,Network activity,hostname,plus.go0gle.com.servicel0gin.gxongame.info
11/6/2020,Network activity,domain,primaaltus.org
11/6/2020,Network activity,domain,privatemoneyblog.org
11/6/2020,Network activity,domain,programmersheavengroup.com
11/6/2020,Network activity,domain,r3gistration.net
11/6/2020,Network activity,domain,rackitupstorenew.net
11/6/2020,Network activity,domain,racmania.net
11/6/2020,Network activity,hostname,random123.site11.com
11/6/2020,Network activity,domain,re-buke.com
11/6/2020,Network activity,domain,redgolfclub.info
11/6/2020,Network activity,domain,reliable-global.net
11/6/2020,Network activity,domain,researcherzone.net
11/6/2020,Network activity,domain,researchhunter.org
11/6/2020,Network activity,domain,researchwork.org
11/6/2020,Network activity,hostname,rghsv.com.accountsserviceloginservice.info
11/6/2020,Network activity,domain,rigidphotography.com
11/6/2020,Network activity,domain,ritownship.net
11/6/2020,Network activity,domain,ritualpoint.org
11/6/2020,Network activity,domain,rockingdevil.net
11/6/2020,Network activity,domain,s0pp0rtdesk.com
11/6/2020,Network activity,domain,s3rv1c3s.net
11/6/2020,Network activity,domain,saboresnativos.net
11/6/2020,Network activity,domain,scrm-ail.info
11/6/2020,Network activity,domain,searchports.info
11/6/2020,Network activity,domain,secuina.net
11/6/2020,Network activity,hostname,secure.metacafe.com-account-login-token.accountsservicelogin.info
11/6/2020,Network activity,domain,secure-copy.com
11/6/2020,Network activity,domain,securedmx.net
11/6/2020,Network activity,domain,secureplanning.net
11/6/2020,Network activity,domain,secure-s.com
11/6/2020,Network activity,domain,secure-solution.net
11/6/2020,Network activity,domain,securingyourself.net
11/6/2020,Network activity,domain,sendsh33p.com
11/6/2020,Network activity,domain,server003.com
11/6/2020,Network activity,domain,server006.com
11/6/2020,Network activity,hostname,server721-hans.de-nservers.de.continuelogs.info
11/6/2020,Network activity,domain,serverrr.com
11/6/2020,Network activity,domain,macsol.org
11/6/2020,Network activity,hostname,mail.carmel.us.exchweb.bin.auth.owalogon.asp.serviceaccountloginservicemail.info
11/6/2020,Network activity,hostname,mail.download.influxlog.org
11/6/2020,Network activity,hostname,mail.enrc.com-attachment.download.infocardiology.biz
11/6/2020,Network activity,hostname,mail.google.com-attachments.mail.u-01.infocardiology.biz
11/6/2020,Network activity,hostname,mail.joymailserver.org
11/6/2020,Network activity,hostname,mail.myorderbox.org
11/6/2020,Payload delivery,filename,mail.telenor.no-cookieauth.dll-getlogon-reason-0.f
11/6/2020,Network activity,hostname,ormdir-1-curl-z2fowaz2f.infocardiology.biz
11/6/2020,Network activity,hostname,mail.wildenstein.com.accountsserviceloginservice.info
11/6/2020,Network activity,hostname,mail-attachment.usercontent.evitalcare.org
11/6/2020,Network activity,domain,mailcache.info
11/6/2020,Network activity,domain,mailexservices.com
11/6/2020,Network activity,domain,mailoff.org
11/6/2020,Network activity,domain,mailservicesupport.org
11/6/2020,Network activity,domain,mailssh.info
11/6/2020,Network activity,domain,mailtechsolutions.org
11/6/2020,Network activity,domain,makecmag.info
11/6/2020,Network activity,domain,martcas.org
11/6/2020,Network activity,domain,matewiz.org
11/6/2020,Network activity,domain,matrixfanclub.net
11/6/2020,Network activity,domain,maxtourguide.info
11/6/2020,Network activity,domain,mcosine.org
11/6/2020,Network activity,domain,megafairclub.org
11/6/2020,Network activity,domain,megamediafile.com
11/6/2020,Network activity,domain,mexchange.info
11/6/2020,Network activity,domain,mgclog.com
11/6/2020,Network activity,domain,mildstone.net
11/6/2020,Network activity,domain,mjtag.org
11/6/2020,Network activity,domain,mktserv.info
11/6/2020,Network activity,domain,mobiappword.com
11/6/2020,Network activity,domain,mobileappsupport.com
11/6/2020,Network activity,domain,mobileappworld.info
11/6/2020,Network activity,domain,mobilemyown.info
11/6/2020,Network activity,domain,mobilesoftwaremanagement.info
11/6/2020,Network activity,domain,mobilessoft.net
11/6/2020,Network activity,domain,mobiletechspa.org
11/6/2020,Network activity,domain,mobiltechsoft.org
11/6/2020,Network activity,domain,mobnetserver.com
11/6/2020,Network activity,domain,momate.net
11/6/2020,Network activity,domain,mosglobe.org
11/6/2020,Network activity,domain,motsoul.org
11/6/2020,Network activity,domain,mozilaupdate.com
11/6/2020,Network activity,domain,mpale.org
11/6/2020,Network activity,domain,msfileshare.net
11/6/2020,Network activity,domain,msoftweb.com
11/6/2020,Network activity,domain,mujahidtarana.com
11/6/2020,Network activity,hostname,my.screename.aol.com.mjtag.org
11/6/2020,Network activity,hostname,my.screenname.aol.com.accountsserviceloginservice.info
11/6/2020,Network activity,hostname,myscreenname.aol.com.srccail.com
11/6/2020,Network activity,domain,myfilestuff.net
11/6/2020,Network activity,hostname,mymail.bezeqint.co.il.accountsserviceloginservice.info
11/6/2020,Network activity,domain,mymyntra.net
11/6/2020,Network activity,domain,mysharpens.com
